,judul,tanggal,link
426,[SALAH] Video “cara pertolongan Emergency Covid 19”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 03/05/2020",https://cekfakta.com/focus/3886
427,[SALAH] “Jutaan Produksi Rokok Yang Terpapar Covid-19 Beredar Luas Di Masyarakat”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 02/05/2020",https://cekfakta.com/focus/3884
428,[SALAH] Vietnam Tidak Ada Korban Meninggal Covid-19 Karena Teh dan Lemon,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 02/05/2020",https://cekfakta.com/focus/3883
429,[SALAH] Erdogan Tak akan Tutup Mesjid di Turki Selama Pandemi Covid-19,"Sumber: 
                     
                        Sosial Media
 Tanggal publish: 09/04/2020",https://cekfakta.com/focus/3879
430,"[SALAH] SBY Siap Kembalikan Dana Bank Century Rp6,7 Triliun untuk Bantu Covid-19","Sumber: 
                    Sosial Media                                             Tanggal publish: 29/04/2020",https://cekfakta.com/focus/3872
431,"[SALAH] “Apabila ada masyarakat tidak mampu makan, dapat menghubungi nomor pengaduan Bansos Covid19 Kemensos”","Sumber: 
                     
                        Sosial Media
 Tanggal publish: 29/04/2020",https://cekfakta.com/focus/3871
432,[SALAH] Bioskop di Palangka Raya Kembali Buka di Tengah Persebaran Covid-19,"Sumber: 
                    Sosial Media                                             Tanggal publish: 29/04/2020",https://cekfakta.com/focus/3866
433,"[SALAH] Karena Pandemi COVID-19, yang Seharusnya Dibebaskan Narapidana Pencuri Ayam, Bukan malah Terpidana Koruptor","Sumber: 
                     
                        facebook.com
 Tanggal publish: 27/04/2020",https://cekfakta.com/focus/3858
434,[SALAH] Foto “Ariel NOAH Jadi Relawan Tenaga Medis di tengah pandemi virus corona atau Covid-19”,"Sumber: 
                     
                        Sosial Media
 Tanggal publish: 16/04/2020",https://cekfakta.com/focus/3841
435,[SALAH] “ujar Xi Jin Ping Hanya Indonesia Yg Mampu Mengendalikan Covid 19”,"Sumber: 
                     
                        Sosial Media
 Tanggal publish: 16/04/2020",https://cekfakta.com/focus/3835
436,[SALAH] Menag Izinkan Masjid Gelar Salat Tarawih Saat Pandemi Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 08/04/2020",https://cekfakta.com/focus/3820
437,[SALAH] Video “Donald Trump di ruqyah sebab sudah stress menghadapi Covid 19”,"Sumber: 
                     
                        Sosial Media
 Tanggal publish: 06/04/2020",https://cekfakta.com/focus/3813
438,[BERITA] Pasien positif Covid -19 di RST Latumeten Ambon masih dalam perawatan,"Sumber: 
                     
                        Sosial Media
 Tanggal publish: 06/04/2020",https://cekfakta.com/focus/3809
439,[SALAH] Menaruh Amoxilin Dalam Tandon Air Dapat Menangkal Covid-19,"Sumber: 
                     
                        Sosial Media
 Tanggal publish: 04/04/2020",https://cekfakta.com/focus/3787
440,[SALAH] Mulai Senin 30 Maret Kota Makassar lockdown lokal untuk mencegah penyebaran Covid-19.,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 30/03/2020",https://cekfakta.com/focus/3765
441,[SALAH] “Ganja Mampu Menangkal Covid-19”,"Sumber: 
                     
                        twitter.com, dan laman daring
 Tanggal publish: 20/03/2020",https://cekfakta.com/focus/3717
442,[SALAH] Donald Trump Umumkan Roche Medical Company akan Meluncurkan Vaksin Covid19 Jutaan Dosis Minggu Depan,"Sumber: 
                    Sosial Media                                             Tanggal publish: 19/03/2020",https://cekfakta.com/focus/3706
443,[SALAH] “Coronavirus akan hancur dengan air”,"Sumber: 
                     
                        Sosial Media
 Tanggal publish: 19/03/2020",https://cekfakta.com/focus/3701
444,[SALAH] Foto “1 korban dlm pengawasan Covid-19 di RS wahidin mks setelah bersalaman dgn Menhub Budi Karya”,"Sumber: 
                     
                        Sosial Media
 Tanggal publish: 18/03/2020",https://cekfakta.com/focus/3696
445,[SALAH] “China Akui Dokter Palestina Penemu Vaksin Corona yang Terbukti Ampuh 100 Persen”,"Sumber: 
                     
                        Media Online
 Tanggal publish: 17/03/2020",https://cekfakta.com/focus/3684
446,[SALAH] “Alkohol Bisa Membunuh Coronavirus Covid-19”,"Sumber: 
                     
                        Sosial Media
 Tanggal publish: 17/03/2020",https://cekfakta.com/focus/3680
447,"[SALAH] “Pandemi Corona, Anies Baswedan : Universitas di Jakarta Diliburkan, Kecuali Universitas Pancasila”","Sumber: 
                    whatsapp.com                                             Tanggal publish: 17/03/2020",https://cekfakta.com/focus/3670
448,[BERITA] Kemendagri Bantah Tito Karnavian Terjangkit Covid-19,"Sumber: 
                     
                        Media Online
 Tanggal publish: 16/03/2020",https://cekfakta.com/focus/3659
449,"[SALAH] “jangan ke Kokas dulu ya, mall di lockdown karena salah satu staff diatas ada yang suspect Covid-19”","Sumber: 
                    www.whatsapp.com                                             Tanggal publish: 16/03/2020",https://cekfakta.com/focus/3658
450,[SALAH] Kokain Membunuh Coronavirus,"Sumber: 
                     
                        twitter.com
 Tanggal publish: 13/03/2020",https://cekfakta.com/focus/3649
451,"[SALAH] “WHO : Merokok, Salah satu solusi pencegahan Covid-19.”","Sumber: 
                     
                        Sosial Media
 Tanggal publish: 10/03/2020",https://cekfakta.com/focus/3641
452,[SALAH] Tisu Basah Bisa Jadi Alternatif Menyiasati Kelangkaan Masker,"Sumber: 
                     
                        instagram.com
 Tanggal publish: 04/03/2020",https://cekfakta.com/focus/3630
453,[SALAH] Coronavirus Memiliki Paten,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 29/01/2020",https://cekfakta.com/focus/3565
454,[SALAH] Vaksin Penyebab Autis,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 24/01/2020",https://cekfakta.com/focus/3549
